environmental_category,price_per_sqm,lng,lat
3,368.8426725746498,4.978224572787805,52.27590674916965
3,369.1376434689139,4.995260620868776,52.250536861863424
3,267.2652424105064,4.928629295501639,52.20646428997763
3,326.0872078786276,5.007486078213384,52.22059409085119
3,327.4047157122879,5.006648275557624,52.21916845009802
3,291.9717668484454,5.169195330131857,52.354025686030475
2,291.9717668484454,5.182092363528071,52.36252099724391
2,291.9717668484454,5.186955496145782,52.36392503560904
2,281.54944924051637,5.202529651505492,52.38644153641273
2,291.9717668484454,5.177540057504902,52.35152240360875
3,291.9717668484454,5.164412283964692,52.34457290134797
3,288.19839037085274,4.837299851021074,52.23178272864523
3,622.0673923704193,4.639818383878058,52.46876970867635
3,260.81861424856686,4.7265494542834094,52.29489953479825
3,244.57438581655586,4.765065449409974,52.359209277404595
3,294.141071066936,4.924350200983048,52.326869168486525
3,278.6086279096834,4.621279145684018,52.253133549941744
3,276.73188825962035,4.735167976676062,52.27770597685911
3,294.141071066936,4.924353113911132,52.33262065441075
3,240.0321770237811,4.836144986346177,52.42390992639395
3,295.65764134549204,4.775236446125736,52.25827090526479
3,189.0096203672473,4.629966259912473,52.33314455997852
3,212.31723543919358,5.034364552323858,52.468216834793054
3,236.91436222469545,4.789744652176934,52.3928486049329
3,779.5118224882838,4.700298216371975,52.505714039743864
3,252.06672298571715,4.851366992536019,52.397038210313575
3,264.25412779728674,4.693401639531936,52.28432175934502
3,252.92372735407181,4.874697603657683,52.39720109588166
3,252.06672298571715,4.8405000563517815,52.39969703039266
2,667.9990969019427,4.656169334624428,52.50470317247854
3,260.81861424856686,4.7220753996237494,52.29228985239948
3,213.35832629708338,4.674477778333144,52.349668486744186
3,341.95326560994573,5.172498760544908,52.26841752300913
3,212.30248059738744,5.067915641631943,52.490644113600744
3,299.65026920701166,4.8148190638153965,52.24282137542695
3,212.7313677213363,4.58863624470004,52.46337848366181
2,240.0321770237811,4.843318188624133,52.437884598759645
